time,mag,place
2020-05-18T12:28:08.682Z,2.6,"52km WNW of Tonopah, Nevada"
2020-05-18T12:14:12.190Z,2.5,"65km W of Tonopah, Nevada"
2020-05-18T11:31:32.197Z,2.6,"15 km N of Stanley, Idaho"
2020-05-18T11:29:24.331Z,3.3,"47km WNW of Tonopah, Nevada"
2020-05-18T11:26:58.019Z,2.8,"65km SE of Hawthorne, Nevada"
2020-05-18T10:07:15.230Z,2.6,"68km SE of Hawthorne, Nevada"
2020-05-18T10:02:16.018Z,2.6,"67km SE of Hawthorne, Nevada"
2020-05-18T09:45:55.127Z,3.5,"67km W of Tonopah, Nevada"
2020-05-18T09:45:28.102Z,2.6,"66km W of Tonopah, Nevada"
2020-05-18T09:17:17.263Z,2.5,"49km WNW of Tonopah, Nevada"
2020-05-18T08:44:57.874Z,3,"52km WNW of Tonopah, Nevada"
2020-05-18T08:05:15.275Z,3,"48km WNW of Tonopah, Nevada"
2020-05-18T07:53:57.856Z,3.1,"58km WNW of Tonopah, Nevada"
2020-05-18T07:51:44.870Z,2.8,"50km WNW of Tonopah, Nevada"
2020-05-18T06:21:03.954Z,3.1,"46km WNW of Tonopah, Nevada"
2020-05-18T06:09:49.650Z,2.8,"57km W of Tonopah, Nevada"
2020-05-18T06:05:59.739Z,2.5,"27 km SE of Mina, Nevada"
2020-05-18T04:28:48.955Z,2.9,"62km WNW of Tonopah, Nevada"
2020-05-18T04:28:10.520Z,2.5,"61km WNW of Tonopah, Nevada"
2020-05-18T03:59:41.176Z,2.9,"65km W of Tonopah, Nevada"
2020-05-18T02:47:00.740Z,2.5,"48km WNW of Tonopah, Nevada"
2020-05-18T02:19:08.415Z,4.3,"61km SE of Hawthorne, Nevada"
2020-05-18T02:16:47.040Z,2.5,"55km W of Tonopah, Nevada"
2020-05-18T01:19:16.492Z,2.6,"58km WNW of Tonopah, Nevada"
2020-05-18T01:13:07.339Z,2.9,"68km SE of Hawthorne, Nevada"
2020-05-18T01:12:03.479Z,2.7,"64km SE of Hawthorne, Nevada"
2020-05-18T00:49:37.520Z,2.5,"58km WNW of Tonopah, Nevada"
2020-05-18T00:46:34.655Z,3.4,"45km WNW of Tonopah, Nevada"
2020-05-18T00:29:53.667Z,3,"54km WNW of Tonopah, Nevada"
2020-05-18T00:26:22.154Z,3.5,"63km W of Tonopah, Nevada"
2020-05-17T23:49:36.210Z,2.56,"18km S of Joshua Tree, CA"
2020-05-17T23:19:54.772Z,3.9,"67km W of Tonopah, Nevada"
2020-05-17T23:16:10.639Z,2.8,"67km SE of Hawthorne, Nevada"
2020-05-17T21:47:44.646Z,4.3,"65km SE of Hawthorne, Nevada"
2020-05-17T21:17:02.474Z,4.7,"49km WNW of Tonopah, Nevada"
2020-05-17T21:15:10.670Z,2.7,"48km WNW of Tonopah, Nevada"
2020-05-17T20:35:43.500Z,2.6,"13 km NW of Stanley, Idaho"
2020-05-17T20:24:25.782Z,3,"10 km NW of Stanley, Idaho"
2020-05-17T19:32:38.042Z,2.8,"57km WNW of Tonopah, Nevada"
2020-05-17T19:21:49.879Z,3.3,"64km SE of Hawthorne, Nevada"
2020-05-17T19:21:33.397Z,3.3,"66km W of Tonopah, Nevada"
2020-05-17T19:11:19.232Z,2.6,"49km WNW of Tonopah, Nevada"
2020-05-17T19:08:23.513Z,3.9,"62km W of Tonopah, Nevada"
2020-05-17T18:16:52.006Z,3.7,"67km SE of Hawthorne, Nevada"
2020-05-17T17:57:17.870Z,2.5,"54km WNW of Tonopah, Nevada"
2020-05-17T17:47:47.318Z,2.6,southern Idaho
2020-05-17T17:39:26.018Z,2.7,"63km SE of Hawthorne, Nevada"
2020-05-17T17:36:39.200Z,3.17,"16km NW of Parkfield, CA"
2020-05-17T16:57:13.702Z,3.5,"44km WNW of Tonopah, Nevada"
2020-05-17T16:41:50.100Z,2.6,"58km WNW of Tonopah, Nevada"
2020-05-17T16:19:14.502Z,2.6,"26 km SSE of Mina, Nevada"
2020-05-17T15:57:50.327Z,2.8,"12 km NW of Stanley, Idaho"
2020-05-17T15:50:09.776Z,2.5,"34 km NE of Kaycee, Wyoming"
2020-05-17T15:13:02.048Z,3.1,"48km S of Hawthorne, Nevada"
2020-05-17T14:42:37.590Z,2.7,"57km WNW of Tonopah, Nevada"
2020-05-17T14:40:10.570Z,2.5,"55km WNW of Tonopah, Nevada"
2020-05-17T14:13:00.400Z,2.5,"60km W of Tonopah, Nevada"
2020-05-17T14:08:49.820Z,2.5,"48km WNW of Tonopah, Nevada"
2020-05-17T13:49:30.620Z,3.09,"21km ESE of Little Lake, CA"
2020-05-17T13:17:55.657Z,3.9,"60km W of Tonopah, Nevada"
2020-05-17T13:07:02.200Z,2.5,"47km WNW of Tonopah, Nevada"
2020-05-17T12:34:46.012Z,3,"68km SE of Hawthorne, Nevada"
2020-05-17T12:24:59.614Z,2.6,"18 km WNW of Stanley, Idaho"
2020-05-17T12:23:42.502Z,2.7,"48km SSE of Hawthorne, Nevada"
2020-05-17T12:17:33.670Z,2.8,"52km WNW of Tonopah, Nevada"
2020-05-17T11:53:53.336Z,4.5,"64km W of Tonopah, Nevada"
2020-05-17T11:53:24.626Z,2.5,"32 km SE of Mina, Nevada"
2020-05-17T11:36:53.060Z,2.6,"56km W of Tonopah, Nevada"
2020-05-17T11:22:50.299Z,3.7,"50km WNW of Tonopah, Nevada"
2020-05-17T11:12:16.390Z,2.6,"67km W of Tonopah, Nevada"
2020-05-17T11:10:49.119Z,3.05,"18km S of Blanchard, Oklahoma"
2020-05-17T10:22:34.410Z,2.7,"61km W of Tonopah, Nevada"
2020-05-17T09:56:10.880Z,2.6,"69km SE of Hawthorne, Nevada"
2020-05-17T09:44:07.560Z,2.6,"67km W of Tonopah, Nevada"
2020-05-17T09:42:21.260Z,3.4,"68km SE of Hawthorne, Nevada"
2020-05-17T09:22:52.480Z,2.8,"68km SE of Hawthorne, Nevada"
2020-05-17T08:59:31.760Z,2.9,"59km W of Tonopah, Nevada"
2020-05-17T08:36:25.880Z,2.5,"47km WNW of Tonopah, Nevada"
2020-05-17T08:28:48.506Z,4.3,"52km WNW of Tonopah, Nevada"
2020-05-17T08:23:03.200Z,2.8,"51km WNW of Tonopah, Nevada"
2020-05-17T08:14:08.860Z,2.6,"56km W of Tonopah, Nevada"
2020-05-17T07:54:09.420Z,3.3,"65km W of Tonopah, Nevada"
2020-05-17T07:50:54.460Z,2.8,"68km SE of Hawthorne, Nevada"
2020-05-17T07:45:00.810Z,2.8,"50km WNW of Tonopah, Nevada"
2020-05-17T07:39:32.981Z,2.6,"50km WNW of Tonopah, Nevada"
2020-05-17T07:38:14.440Z,2.6,"58km WNW of Tonopah, Nevada"
2020-05-17T07:33:01.889Z,3,"67km SE of Hawthorne, Nevada"
2020-05-17T07:26:50.480Z,2.7,"65km W of Tonopah, Nevada"
2020-05-17T07:08:08.050Z,2.7,"66km SE of Hawthorne, Nevada"
2020-05-17T07:06:45.820Z,2.8,"66km SE of Hawthorne, Nevada"
2020-05-17T06:42:02.524Z,3.3,"51km WNW of Tonopah, Nevada"
2020-05-17T06:36:37.897Z,2.9,"65km SE of Hawthorne, Nevada"
2020-05-17T06:24:24.278Z,3.4,"58km WNW of Tonopah, Nevada"
2020-05-17T06:17:23.155Z,2.9,"52km WNW of Tonopah, Nevada"
2020-05-17T06:11:46.361Z,3.5,"47km WNW of Tonopah, Nevada"
2020-05-17T06:11:32.620Z,3.3,"67km SE of Hawthorne, Nevada"
2020-05-17T06:05:22.830Z,2.8,"46km WNW of Tonopah, Nevada"
2020-05-17T05:58:59.344Z,2.9,"48km WNW of Tonopah, Nevada"
2020-05-17T05:53:08.402Z,3,"64km SE of Hawthorne, Nevada"
2020-05-17T05:34:04.650Z,2.5,"50km WNW of Tonopah, Nevada"
2020-05-17T05:02:22.838Z,3.5,"54km WNW of Tonopah, Nevada"
2020-05-17T04:52:03.630Z,2.5,"68km SE of Hawthorne, Nevada"
2020-05-17T04:22:47.410Z,2.6,"46km WNW of Tonopah, Nevada"
2020-05-17T03:56:08.242Z,2.8,"65km SE of Hawthorne, Nevada"
2020-05-17T03:48:41.732Z,3,"46km WNW of Tonopah, Nevada"
2020-05-17T03:47:04.735Z,2.9,"63km SE of Hawthorne, Nevada"
2020-05-17T03:27:33.903Z,2.7,"65km W of Tonopah, Nevada"
2020-05-17T03:25:32.773Z,3.2,"52km WNW of Tonopah, Nevada"
2020-05-17T03:21:47.810Z,3.3,"18 km WNW of Stanley, Idaho"
2020-05-17T03:04:21.637Z,3.4,"49km WNW of Tonopah, Nevada"
2020-05-17T02:38:55.135Z,3.1,"8 km NNW of Stanley, Idaho"
2020-05-17T02:37:02.550Z,2.5,"53km WNW of Tonopah, Nevada"
2020-05-17T02:29:48.911Z,2.8,"66km W of Tonopah, Nevada"
2020-05-17T02:15:06.460Z,2.5,"46km WNW of Tonopah, Nevada"
2020-05-17T02:12:27.390Z,3,"47km WNW of Tonopah, Nevada"
2020-05-17T01:22:12.010Z,2.6,"63km W of Tonopah, Nevada"
2020-05-17T01:14:42.170Z,2.6,"52km WNW of Tonopah, Nevada"
2020-05-17T00:51:35.600Z,2.5,"62km WNW of Tonopah, Nevada"
2020-05-17T00:50:31.388Z,2.9,"65km W of Tonopah, Nevada"
2020-05-17T00:40:41.250Z,2.9,"47km WNW of Tonopah, Nevada"
2020-05-17T00:28:04.870Z,2.8,"56km WNW of Tonopah, Nevada"
2020-05-17T00:13:39.473Z,2.9,"47km WNW of Tonopah, Nevada"
2020-05-17T00:10:03.386Z,2.9,"63km W of Tonopah, Nevada"
2020-05-17T00:04:59.680Z,2.6,"51km WNW of Tonopah, Nevada"
2020-05-16T23:49:28.643Z,3.2,"47km WNW of Tonopah, Nevada"
2020-05-16T23:47:34.680Z,2.7,"52km WNW of Tonopah, Nevada"
2020-05-16T23:35:03.380Z,2.6,"67km SE of Hawthorne, Nevada"
2020-05-16T23:27:14.582Z,4.4,"68km SE of Hawthorne, Nevada"
2020-05-16T23:11:24.630Z,2.6,"58km WNW of Tonopah, Nevada"
2020-05-16T23:07:30.740Z,2.61,"21km WNW of Petrolia, CA"
2020-05-16T22:51:01.750Z,2.5,"58km W of Tonopah, Nevada"
2020-05-16T22:45:38.119Z,3.1,"66km SE of Hawthorne, Nevada"
2020-05-16T22:32:40.240Z,2.5,"65km W of Tonopah, Nevada"
2020-05-16T22:27:59.600Z,3,"51km WNW of Tonopah, Nevada"
2020-05-16T22:22:27.756Z,3.1,"60km WNW of Tonopah, Nevada"
2020-05-16T22:04:14.492Z,2.7,"60km SE of Hawthorne, Nevada"
2020-05-16T21:50:09.160Z,2.5,"62km SE of Hawthorne, Nevada"
2020-05-16T21:39:33.970Z,2.5,"58km W of Tonopah, Nevada"
2020-05-16T21:15:58.708Z,3.1,"67km W of Tonopah, Nevada"
2020-05-16T20:58:18.624Z,3.7,"63km WNW of Tonopah, Nevada"
2020-05-16T20:38:30.080Z,2.6,"54km WNW of Tonopah, Nevada"
2020-05-16T20:17:44.624Z,3.8,"51km WNW of Tonopah, Nevada"
2020-05-16T19:55:12.907Z,3.1,"27 km SSE of Mina, Nevada"
2020-05-16T19:31:54.790Z,3,"59km WNW of Tonopah, Nevada"
2020-05-16T19:25:09.998Z,2.7,"36 km SE of Mina, Nevada"
2020-05-16T19:10:39.900Z,2.5,"51km WNW of Tonopah, Nevada"
2020-05-16T19:01:38.780Z,2.5,"65km SE of Hawthorne, Nevada"
2020-05-16T18:50:12.678Z,3.1,"38 km ESE of Mina, Nevada"
2020-05-16T18:49:43.340Z,3,"46km WNW of Tonopah, Nevada"
2020-05-16T18:44:27.464Z,2.9,"29 km SSE of Mina, Nevada"
2020-05-16T18:31:33.134Z,2.9,"52km WNW of Tonopah, Nevada"
2020-05-16T18:09:11.608Z,2.6,"35 km SE of Mina, Nevada"
2020-05-16T18:06:42.921Z,3,"47km WNW of Tonopah, Nevada"
2020-05-16T18:02:21.520Z,2.5,"56km WNW of Tonopah, Nevada"
2020-05-16T18:00:38.396Z,3.2,"36 km NW of Stanley, Idaho"
2020-05-16T17:53:58.375Z,3,"50km WNW of Tonopah, Nevada"
2020-05-16T17:49:59.970Z,3.6,"65km SE of Hawthorne, Nevada"
2020-05-16T17:07:48.940Z,2.7,"63km SE of Hawthorne, Nevada"
2020-05-16T17:07:32.990Z,2.7,"67km SE of Hawthorne, Nevada"
2020-05-16T17:04:25.350Z,2.8,"67km SE of Hawthorne, Nevada"
2020-05-16T17:02:56.930Z,2.7,"50km WNW of Tonopah, Nevada"
2020-05-16T17:00:46.930Z,2.6,"62km SE of Hawthorne, Nevada"
2020-05-16T16:55:36.520Z,2.6,"65km SE of Hawthorne, Nevada"
2020-05-16T16:45:13.180Z,2.6,"47km WNW of Tonopah, Nevada"
2020-05-16T16:40:55.323Z,2.9,"56km WNW of Tonopah, Nevada"
2020-05-16T16:38:41.363Z,3.3,"47km WNW of Tonopah, Nevada"
2020-05-16T16:38:34.920Z,3.17,"12km S of Tres Pinos, CA"
2020-05-16T16:36:01.321Z,3,"45km WNW of Tonopah, Nevada"
2020-05-16T16:32:31.000Z,3.2,"48km WNW of Tonopah, Nevada"
2020-05-16T16:15:02.120Z,2.8,"67km SE of Hawthorne, Nevada"
2020-05-16T15:55:52.856Z,2.7,"65km WNW of Tonopah, Nevada"
2020-05-16T15:54:46.965Z,2.9,"59km WNW of Tonopah, Nevada"
2020-05-16T15:33:52.300Z,2.6,"58km W of Tonopah, Nevada"
2020-05-16T15:29:27.410Z,2.6,"60km WNW of Tonopah, Nevada"
2020-05-16T15:05:16.521Z,3,"53km WNW of Tonopah, Nevada"
2020-05-16T14:44:22.366Z,2.7,Nevada
2020-05-16T14:28:57.330Z,2.5,"58km WNW of Tonopah, Nevada"
2020-05-16T14:27:34.640Z,2.6,"63km SE of Hawthorne, Nevada"
2020-05-16T14:21:14.539Z,3,"63km WNW of Tonopah, Nevada"
2020-05-16T14:19:06.370Z,2.6,"47km WNW of Tonopah, Nevada"
2020-05-16T14:15:06.819Z,2.6,"25 km NW of Stanley, Idaho"
2020-05-16T14:12:38.720Z,2.6,"67km SE of Hawthorne, Nevada"
2020-05-16T14:03:07.840Z,2.6,"46km WNW of Tonopah, Nevada"
2020-05-16T13:38:00.490Z,2.5,"52km WNW of Tonopah, Nevada"
2020-05-16T13:37:08.824Z,2.5,"34 km NW of Stanley, Idaho"
2020-05-16T13:09:51.780Z,2.6,"51km WNW of Tonopah, Nevada"
2020-05-16T13:07:04.042Z,2.6,"63km SE of Hawthorne, Nevada"
2020-05-16T12:34:59.423Z,2.6,"32 km SE of Mina, Nevada"
2020-05-16T12:20:50.280Z,2.6,"55km WNW of Tonopah, Nevada"
2020-05-16T12:18:33.950Z,2.8,"48km WNW of Tonopah, Nevada"
2020-05-16T12:01:22.820Z,2.6,"62km WNW of Tonopah, Nevada"
2020-05-16T11:54:23.370Z,3.8,"48km WNW of Tonopah, Nevada"
2020-05-16T11:50:54.310Z,4.6,"45km WNW of Tonopah, Nevada"
2020-05-16T11:49:30.228Z,3,"48km WNW of Tonopah, Nevada"
2020-05-16T11:18:02.290Z,2.9,"63km SE of Hawthorne, Nevada"
2020-05-16T10:55:19.110Z,2.6,"67km SE of Hawthorne, Nevada"
2020-05-16T10:54:17.029Z,3,"63km W of Tonopah, Nevada"
2020-05-16T10:44:42.209Z,2.6,"27 km SSE of Mina, Nevada"
2020-05-16T10:42:37.803Z,2.6,Nevada
2020-05-16T10:41:20.450Z,2.6,"64km W of Tonopah, Nevada"
2020-05-16T10:32:33.080Z,2.6,"67km SE of Hawthorne, Nevada"
2020-05-16T10:30:29.788Z,3.4,"64km WNW of Tonopah, Nevada"
2020-05-16T10:28:40.650Z,3.9,"61km WNW of Tonopah, Nevada"
2020-05-16T10:11:36.720Z,2.6,"63km WNW of Tonopah, Nevada"
2020-05-16T09:58:37.930Z,2.5,"56km WNW of Tonopah, Nevada"
2020-05-16T09:45:56.500Z,3,"65km SE of Hawthorne, Nevada"
2020-05-16T09:36:48.906Z,2.9,"32 km ESE of Mina, Nevada"
2020-05-16T09:22:29.760Z,2.5,"49km WNW of Tonopah, Nevada"
2020-05-16T09:08:39.557Z,3.5,"47km WNW of Tonopah, Nevada"
2020-05-16T09:06:57.504Z,2.5,"28 km SE of Mina, Nevada"
2020-05-16T09:05:10.369Z,3.3,"61km WNW of Tonopah, Nevada"
2020-05-16T09:04:35.200Z,2.8,"68km SE of Hawthorne, Nevada"
2020-05-16T08:59:51.802Z,3,"65km SE of Hawthorne, Nevada"
2020-05-16T08:58:35.324Z,2.6,"54km WNW of Tonopah, Nevada"
2020-05-16T08:53:28.970Z,2.5,"56km WNW of Tonopah, Nevada"
2020-05-16T08:46:56.654Z,2.8,"68km SE of Hawthorne, Nevada"
2020-05-16T08:28:30.268Z,2.5,"30 km SE of Mina, Nevada"
2020-05-16T08:21:40.090Z,2.5,"66km SE of Hawthorne, Nevada"
2020-05-16T08:04:31.035Z,2.9,"27 km SE of Mina, Nevada"
2020-05-16T08:02:05.660Z,2.6,"42 km SE of Mina, Nevada"
2020-05-16T07:46:31.123Z,2.9,"51km WNW of Tonopah, Nevada"
2020-05-16T07:45:47.010Z,2.5,"63km SE of Hawthorne, Nevada"
2020-05-16T07:42:06.710Z,3,"50km WNW of Tonopah, Nevada"
2020-05-16T07:41:18.950Z,2.6,"66km W of Tonopah, Nevada"
2020-05-16T07:29:16.230Z,2.5,"58km WNW of Tonopah, Nevada"
2020-05-16T07:11:47.913Z,3.2,"48km WNW of Tonopah, Nevada"
2020-05-16T07:09:22.788Z,3,"56km WNW of Tonopah, Nevada"
2020-05-16T06:59:33.774Z,3.5,"45km WNW of Tonopah, Nevada"
2020-05-16T06:52:46.021Z,3.5,"44km WNW of Tonopah, Nevada"
2020-05-16T06:40:44.959Z,3.6,"45km WNW of Tonopah, Nevada"
2020-05-16T06:37:28.250Z,2.5,"44km WNW of Tonopah, Nevada"
2020-05-16T06:35:10.646Z,3.2,"60km W of Tonopah, Nevada"
2020-05-16T06:32:35.440Z,2.6,"49km WNW of Tonopah, Nevada"
2020-05-16T06:27:16.730Z,2.8,"54km WNW of Tonopah, Nevada"
2020-05-16T06:18:30.750Z,2.5,"60km WNW of Tonopah, Nevada"
2020-05-16T06:06:17.317Z,3.7,"60km SSE of Hawthorne, Nevada"
2020-05-16T05:12:15.513Z,3.3,"51km WNW of Tonopah, Nevada"
2020-05-16T05:01:09.090Z,3.8,"65km W of Tonopah, Nevada"
2020-05-16T05:00:55.039Z,3.7,"56km WNW of Tonopah, Nevada"
2020-05-16T04:59:40.570Z,2.5,"61km W of Tonopah, Nevada"
2020-05-16T04:56:31.863Z,3.1,"63km WNW of Tonopah, Nevada"
2020-05-16T04:50:05.707Z,2.6,"48km WNW of Tonopah, Nevada"
2020-05-16T04:45:36.080Z,2.5,"61km WNW of Tonopah, Nevada"
2020-05-16T04:43:25.275Z,2.5,"34 km ESE of Mina, Nevada"
2020-05-16T04:32:16.920Z,3.8,"55km WNW of Tonopah, Nevada"
2020-05-16T04:24:49.655Z,2.7,"32 km SE of Mina, Nevada"
2020-05-16T04:23:55.170Z,2.6,"54km WNW of Tonopah, Nevada"
2020-05-16T04:22:23.090Z,2.8,"55km WNW of Tonopah, Nevada"
2020-05-16T04:21:00.016Z,3.1,"59km WNW of Tonopah, Nevada"
2020-05-16T04:12:21.434Z,4.6,"60km W of Tonopah, Nevada"
2020-05-16T04:05:12.440Z,2.6,"67km W of Tonopah, Nevada"
2020-05-16T04:04:09.470Z,2.6,"56km W of Tonopah, Nevada"
2020-05-16T03:56:33.350Z,2.6,"17 km SSW of Weston, Colorado"
2020-05-16T03:49:14.900Z,2.9,"54km WNW of Tonopah, Nevada"
2020-05-16T03:47:25.740Z,2.5,"67km SE of Hawthorne, Nevada"
2020-05-16T03:36:50.706Z,2.9,"54km WNW of Tonopah, Nevada"
2020-05-16T03:31:06.580Z,3.06,"22km N of Trona, CA"
2020-05-16T03:30:38.797Z,2.6,"57km WNW of Tonopah, Nevada"
2020-05-16T03:23:52.582Z,2.7,"55km WNW of Tonopah, Nevada"
2020-05-16T03:22:38.301Z,3.1,"64km WNW of Tonopah, Nevada"
2020-05-16T03:17:06.610Z,2.7,"65km W of Tonopah, Nevada"
2020-05-16T03:08:26.110Z,2.5,"62km W of Tonopah, Nevada"
2020-05-16T02:58:41.152Z,2.8,"28 km SE of Mina, Nevada"
2020-05-16T02:58:40.608Z,2.8,"58km WNW of Tonopah, Nevada"
2020-05-16T02:53:36.690Z,2.8,"53km WNW of Tonopah, Nevada"
2020-05-16T02:53:01.685Z,2.8,"67km SE of Hawthorne, Nevada"
2020-05-16T02:50:45.561Z,3.5,"67km W of Tonopah, Nevada"
2020-05-16T02:46:01.702Z,2.8,"27 km SSE of Mina, Nevada"
2020-05-16T02:45:47.075Z,2.8,"28 km SSE of Mina, Nevada"
2020-05-16T02:39:16.867Z,3,"51km WNW of Tonopah, Nevada"
2020-05-16T02:31:58.610Z,2.8,"56km WNW of Tonopah, Nevada"
2020-05-16T02:20:48.034Z,2.5,"24 km SSE of Mina, Nevada"
2020-05-16T02:13:51.866Z,3.1,"65km SE of Hawthorne, Nevada"
2020-05-16T02:04:35.293Z,2.9,"61km WNW of Tonopah, Nevada"
2020-05-16T01:46:57.030Z,3.4,"12km N of Coso Junction, CA"
2020-05-16T01:32:21.748Z,2.8,"48km WNW of Tonopah, Nevada"
2020-05-16T01:31:17.988Z,2.8,"64km W of Tonopah, Nevada"
2020-05-16T01:22:21.581Z,2.8,"63km W of Tonopah, Nevada"
2020-05-16T01:16:12.218Z,2.5,"36 km SE of Mina, Nevada"
2020-05-16T01:11:51.245Z,2.8,"53km WNW of Tonopah, Nevada"
2020-05-16T01:10:03.350Z,3.4,"51km WNW of Tonopah, Nevada"
2020-05-16T00:31:58.764Z,3.3,"60km W of Tonopah, Nevada"
2020-05-16T00:31:21.713Z,2.6,"34 km NW of Stanley, Idaho"
2020-05-15T23:51:02.114Z,2.6,"66km W of Tonopah, Nevada"
2020-05-15T23:44:31.762Z,2.6,"61km WNW of Tonopah, Nevada"
2020-05-15T23:40:20.073Z,2.5,"67km W of Tonopah, Nevada"
2020-05-15T23:28:13.996Z,2.5,"30 km SSE of Mina, Nevada"
2020-05-15T23:26:52.679Z,2.9,"66km SE of Hawthorne, Nevada"
2020-05-15T23:25:11.154Z,2.6,"58km WNW of Tonopah, Nevada"
2020-05-15T22:59:52.308Z,3,"32 km NW of Stanley, Idaho"
2020-05-15T22:50:24.025Z,3.5,"60km WNW of Tonopah, Nevada"
2020-05-15T22:46:30.266Z,4.3,"57km WNW of Tonopah, Nevada"
2020-05-15T22:40:25.467Z,2.8,"50km WNW of Tonopah, Nevada"
2020-05-15T22:38:32.749Z,2.9,"67km SE of Hawthorne, Nevada"
2020-05-15T22:25:08.740Z,3.8,"46km WNW of Tonopah, Nevada"
2020-05-15T22:24:44.430Z,3,"45km S of San Clemente Is. (SE tip), CA"
2020-05-15T22:22:12.180Z,2.5,"32 km SE of Mina, Nevada"
2020-05-15T22:15:49.953Z,4.3,"66km SE of Hawthorne, Nevada"
2020-05-15T21:59:43.287Z,4.2,"51km WNW of Tonopah, Nevada"
2020-05-15T21:59:10.317Z,2.8,"58km W of Tonopah, Nevada"
2020-05-15T21:55:52.490Z,2.5,"58km W of Tonopah, Nevada"
2020-05-15T21:50:14.610Z,2.81,"8km ENE of Mead, Washington"
2020-05-15T21:47:23.890Z,3.07,"5km NE of East Quincy, CA"
2020-05-15T21:44:42.450Z,2.9,"66km W of Tonopah, Nevada"
2020-05-15T21:40:00.818Z,2.5,"31 km SE of Mina, Nevada"
2020-05-15T21:29:43.102Z,3.5,"64km WNW of Tonopah, Nevada"
2020-05-15T21:29:16.400Z,3.1,"32 km SE of Mina, Nevada"
2020-05-15T21:19:50.062Z,3,"52km WNW of Tonopah, Nevada"
2020-05-15T21:14:20.753Z,2.9,"63km SE of Hawthorne, Nevada"
2020-05-15T21:09:15.432Z,2.7,"28 km SSE of Mina, Nevada"
2020-05-15T21:09:14.978Z,2.8,"59km W of Tonopah, Nevada"
2020-05-15T21:08:07.380Z,2.7,"66km W of Tonopah, Nevada"
2020-05-15T20:54:11.802Z,3.6,"66km W of Tonopah, Nevada"
2020-05-15T20:41:16.795Z,2.8,"50km WNW of Tonopah, Nevada"
2020-05-15T20:34:05.207Z,2.5,"66km W of Tonopah, Nevada"
2020-05-15T20:29:38.185Z,2.5,"63km WNW of Tonopah, Nevada"
2020-05-15T20:23:40.578Z,2.5,"64km W of Tonopah, Nevada"
2020-05-15T20:11:42.295Z,2.7,"24 km SSE of Mina, Nevada"
2020-05-15T20:03:46.745Z,3.9,"56km WNW of Tonopah, Nevada"
2020-05-15T20:02:11.361Z,3.4,"13 km ESE of Wright, Wyoming"
2020-05-15T19:59:36.381Z,3.4,"55km WNW of Tonopah, Nevada"
2020-05-15T19:50:39.147Z,2.6,"58km W of Tonopah, Nevada"
2020-05-15T19:48:15.186Z,2.5,"68km SE of Hawthorne, Nevada"
2020-05-15T19:46:01.127Z,2.7,"67km SE of Hawthorne, Nevada"
2020-05-15T19:43:26.625Z,3,"52km WNW of Tonopah, Nevada"
2020-05-15T19:42:08.639Z,2.6,"48km WNW of Tonopah, Nevada"
2020-05-15T19:24:06.203Z,2.5,"65km W of Tonopah, Nevada"
2020-05-15T19:16:38.215Z,2.8,"50km WNW of Tonopah, Nevada"
2020-05-15T19:14:54.724Z,3.2,"67km W of Tonopah, Nevada"
2020-05-15T19:13:23.858Z,3,"56km WNW of Tonopah, Nevada"
2020-05-15T19:05:09.197Z,3.5,"49km WNW of Tonopah, Nevada"
2020-05-15T19:02:49.212Z,2.6,"60km W of Tonopah, Nevada"
2020-05-15T18:56:20.764Z,3.1,"29 km S of Mina, Nevada"
2020-05-15T18:56:14.240Z,3.3,"54km WNW of Tonopah, Nevada"
2020-05-15T18:52:41.348Z,3.8,"55km WNW of Tonopah, Nevada"
2020-05-15T18:51:52.451Z,2.9,"65km W of Tonopah, Nevada"
2020-05-15T18:48:49.166Z,2.5,"62km W of Tonopah, Nevada"
2020-05-15T18:41:57.257Z,3,"65km W of Tonopah, Nevada"
2020-05-15T18:38:13.429Z,3.1,"47km WNW of Tonopah, Nevada"
2020-05-15T18:10:32.484Z,4.2,"56km WNW of Tonopah, Nevada"
2020-05-15T18:02:05.393Z,3.1,"60km W of Tonopah, Nevada"
2020-05-15T17:52:38.739Z,3.1,"63km W of Tonopah, Nevada"
2020-05-15T17:50:16.941Z,4.7,"52km WNW of Tonopah, Nevada"
2020-05-15T17:49:12.690Z,3.3,"64km W of Tonopah, Nevada"
2020-05-15T17:46:45.358Z,2.6,"46km WNW of Tonopah, Nevada"
2020-05-15T17:45:13.765Z,2.6,"66km SE of Hawthorne, Nevada"
2020-05-15T17:42:25.594Z,3.2,"65km SE of Hawthorne, Nevada"
2020-05-15T17:38:16.880Z,3.3,"66km SE of Hawthorne, Nevada"
2020-05-15T17:36:14.156Z,2.5,"26 km NW of Stanley, Idaho"
2020-05-15T17:25:20.680Z,3.5,"67km SE of Hawthorne, Nevada"
2020-05-15T17:18:29.729Z,3.3,"46km WNW of Tonopah, Nevada"
2020-05-15T17:08:07.430Z,3.7,"53km WNW of Tonopah, Nevada"
2020-05-15T16:52:53.596Z,3.5,"54km WNW of Tonopah, Nevada"
2020-05-15T16:44:31.923Z,2.6,"65km SE of Hawthorne, Nevada"
2020-05-15T16:41:41.101Z,2.5,"31 km SE of Mina, Nevada"
2020-05-15T16:35:44.855Z,3.9,"52km WNW of Tonopah, Nevada"
2020-05-15T16:33:59.769Z,3.1,"61km WNW of Tonopah, Nevada"
